Image,PSNR,Entropy,Enc_Time,Dec_Time,Security
no_tumor_brain (62).jpg,100,7.917553414523539,0.0,0.0,Attack
no_tumor_brain (63).jpg,100,7.783282047000752,0.0,0.0,Attack
no_tumor_brain (64).jpg,100,7.950342177669781,0.0,0.0,Attack
no_tumor_brain (65).jpg,100,7.876307388596773,0.0,0.0,Attack
no_tumor_brain (66).jpg,100,7.8498634451149325,0.0010137557983398438,0.0,Attack
no_tumor_brain (67).jpg,100,7.795267132597139,0.0,0.0,Attack
no_tumor_brain (68).jpg,100,7.527924196445624,0.0,0.0,Attack
no_tumor_brain (69).jpg,100,7.780189493235539,0.0,0.0,Attack
no_tumor_brain (7).jpg,100,7.656485314629034,0.002015829086303711,0.0,Attack
no_tumor_brain (70).jpg,100,7.816464802055108,0.0,0.0,Attack
no_tumor_brain (71).jpg,100,7.931198112566809,0.0,0.0,Attack
no_tumor_brain (72).jpg,100,7.955893854457427,0.0020101070404052734,0.0,Attack
no_tumor_brain (73).jpg,100,7.9092139197325215,0.0,0.0,Attack
no_tumor_brain (74).jpg,100,7.852307140216745,0.0,0.0,Attack
no_tumor_brain (75).jpg,100,7.804552957897071,0.0,0.0,Attack
no_tumor_brain (76).jpg,100,7.880766997966068,0.0,0.0,Attack
no_tumor_brain (77).jpg,100,7.97908540861589,0.0,0.0,Attack
no_tumor_brain (78).jpg,100,7.750989502184554,0.0,0.0,Attack
no_tumor_brain (79).jpg,100,7.82729328401712,0.0,0.0,Attack
no_tumor_brain (8).jpg,100,7.793025344581083,0.0,0.0,Attack
no_tumor_brain (80).jpg,100,7.836246655605542,0.0,0.0,Attack
no_tumor_brain (81).jpg,100,7.884276106451675,0.0,0.0,Attack
no_tumor_brain (82).jpg,100,7.945872600301938,0.0,0.0,Attack
no_tumor_brain (83).jpg,100,7.910474325055034,0.0,0.0,Attack
no_tumor_brain (84).jpg,100,7.769715943542508,0.0017538070678710938,0.0,Attack
no_tumor_brain (85).jpg,100,7.8389411631852575,0.0,0.0,Attack
no_tumor_brain (86).jpg,100,7.969383360196121,0.0,0.0,Attack
